group,method,model,target_city,eval_split,recall@20_mean,ndcg@20_mean,recall@20_std,ndcg@20_std,recall@20_mean±std,ndcg@20_mean±std
hr_signal_ablation,RD-Safe+Pop,VanillaMF,Tokyo,strict_unseen_test,0.11996440713014993,0.05694430635473058,0.0009692954133040451,0.0013071215137110577,0.1200±0.0010,0.0569±0.0013
hr_signal_ablation,RD-Safe+RR,LightGCN,Chicago,official_test,0.27624585883955366,0.20436817564130225,0.009169542392533604,0.004066646890473409,0.2762±0.0092,0.2044±0.0041
hr_signal_ablation,RD-Safe+RR,LightGCN,Chicago,strict_unseen_test,0.19337439012512647,0.10045410892196688,0.010275465954143389,0.0019848755961735117,0.1934±0.0103,0.1005±0.0020
hr_signal_ablation,RD-Safe+RR,LightGCN,NYC,official_test,0.20203272937442388,0.11507973168565176,0.009444348464795539,0.002017813921184692,0.2020±0.0094,0.1151±0.0020
hr_signal_ablation,RD-Safe+RR,LightGCN,NYC,strict_unseen_test,0.13199067087519864,0.05444284329561099,0.011182110702545135,0.003637416565376565,0.1320±0.0112,0.0544±0.0036
hr_signal_ablation,RD-Safe+RR,LightGCN,Singapore,official_test,0.463236514721518,0.2551693509530808,0.0057517133129318665,0.012360521603446438,0.4632±0.0058,0.2552±0.0124
hr_signal_ablation,RD-Safe+RR,LightGCN,Singapore,strict_unseen_test,0.39258200855871567,0.17781340433787207,0.011658694769868446,0.008966866941867397,0.3926±0.0117,0.1778±0.0090
hr_signal_ablation,RD-Safe+RR,LightGCN,Tokyo,official_test,0.17591931954887488,0.11305197263962692,0.00535655599006973,0.0012069199760287492,0.1759±0.0054,0.1131±0.0012
hr_signal_ablation,RD-Safe+RR,LightGCN,Tokyo,strict_unseen_test,0.11211754768545262,0.05232046059338066,0.0080870597115188,0.004371142406111036,0.1121±0.0081,0.0523±0.0044
hr_signal_ablation,RD-Safe+RR,VanillaMF,Chicago,official_test,0.20602911453414852,0.13981543480551842,0.0067141350103547175,0.0001518340489922677,0.2060±0.0067,0.1398±0.0002
hr_signal_ablation,RD-Safe+RR,VanillaMF,Chicago,strict_unseen_test,0.16651463167624522,0.08843868934435285,0.01078229369745947,0.0029766345822157415,0.1665±0.0108,0.0884±0.0030
hr_signal_ablation,RD-Safe+RR,VanillaMF,NYC,official_test,0.14497583881722684,0.07638845440176896,0.002121961485505004,0.0017195141044423102,0.1450±0.0021,0.0764±0.0017
hr_signal_ablation,RD-Safe+RR,VanillaMF,NYC,strict_unseen_test,0.1011322726652103,0.04472065167699065,0.002519963742588352,0.0013883631621722584,0.1011±0.0025,0.0447±0.0014
hr_signal_ablation,RD-Safe+RR,VanillaMF,Singapore,official_test,0.45183009622875553,0.23904715794648523,0.0010099744740457992,0.0024188681795550304,0.4518±0.0010,0.2390±0.0024
hr_signal_ablation,RD-Safe+RR,VanillaMF,Singapore,strict_unseen_test,0.40089143082827805,0.1787739833927849,0.007724817749603135,0.0007954224838329504,0.4009±0.0077,0.1788±0.0008
hr_signal_ablation,RD-Safe+RR,VanillaMF,Tokyo,official_test,0.1401880690374704,0.07567047061418235,0.0009416369947332523,0.0004781204414921596,0.1402±0.0009,0.0757±0.0005
hr_signal_ablation,RD-Safe+RR,VanillaMF,Tokyo,strict_unseen_test,0.11861197068691269,0.05409961850887932,0.0010595569940183769,0.0006411576080285486,0.1186±0.0011,0.0541±0.0006
main_component,HR-Rerank-OTC-GW,LightGCN,Chicago,official_test,0.2532530970975712,0.1774889380376413,0.002317710452130872,0.000593468611492593,0.2533±0.0023,0.1775±0.0006
main_component,HR-Rerank-OTC-GW,LightGCN,Chicago,strict_unseen_test,0.18155535532127484,0.08899682945541963,0.008557966336333498,0.004223047709204521,0.1816±0.0086,0.0890±0.0042
main_component,HR-Rerank-OTC-GW,LightGCN,NYC,official_test,0.1825524947795433,0.1017732531160175,0.005603198347630037,0.0008794473962790152,0.1826±0.0056,0.1018±0.0009
main_component,HR-Rerank-OTC-GW,LightGCN,NYC,strict_unseen_test,0.12173046032294103,0.05068574297219974,0.0028767989696137568,0.00039568650373980824,0.1217±0.0029,0.0507±0.0004
main_component,HR-Rerank-OTC-GW,LightGCN,Singapore,official_test,0.4859556749232386,0.2898034963687192,0.007640072238486585,0.004364729305134227,0.4860±0.0076,0.2898±0.0044
main_component,HR-Rerank-OTC-GW,LightGCN,Singapore,strict_unseen_test,0.3978978711828695,0.17604571553062864,0.007766951856964893,0.004484475812972473,0.3979±0.0078,0.1760±0.0045
main_component,HR-Rerank-OTC-GW,LightGCN,Tokyo,official_test,0.16680209488813189,0.10049804023749363,0.003305340169670927,0.0015757579322515669,0.1668±0.0033,0.1005±0.0016
main_component,HR-Rerank-OTC-GW,LightGCN,Tokyo,strict_unseen_test,0.12002353118531556,0.06028464881570541,0.0012486759908642208,0.0010222800548508814,0.1200±0.0012,0.0603±0.0010
main_component,HR-Rerank-OTC-GW,VanillaMF,Chicago,official_test,0.22697833102637466,0.16021171932711034,0.006800004658801762,0.004630740463860207,0.2270±0.0068,0.1602±0.0046
main_component,HR-Rerank-OTC-GW,VanillaMF,Chicago,strict_unseen_test,0.15989520914804164,0.08645458737076094,0.008845376880444683,0.0055081243610229525,0.1599±0.0088,0.0865±0.0055
main_component,HR-Rerank-OTC-GW,VanillaMF,NYC,official_test,0.1683178113872711,0.09648659965780354,0.002101788366345514,0.0008674226456684421,0.1683±0.0021,0.0965±0.0009
main_component,HR-Rerank-OTC-GW,VanillaMF,NYC,strict_unseen_test,0.11332433418383625,0.04953173199468427,0.004441444166831142,0.0006868859767822916,0.1133±0.0044,0.0495±0.0007
main_component,HR-Rerank-OTC-GW,VanillaMF,Singapore,official_test,0.48307416398922426,0.2757297835010252,0.006306523703098916,0.005185143260388522,0.4831±0.0063,0.2757±0.0052
main_component,HR-Rerank-OTC-GW,VanillaMF,Singapore,strict_unseen_test,0.41114105845385046,0.1802684136164129,0.0069291838893263905,0.0016241660891005258,0.4111±0.0069,0.1803±0.0016
main_component,HR-Rerank-OTC-GW,VanillaMF,Tokyo,official_test,0.1656945695293761,0.09141548364679357,0.0012341570685458004,0.0006905000668696131,0.1657±0.0012,0.0914±0.0007
main_component,HR-Rerank-OTC-GW,VanillaMF,Tokyo,strict_unseen_test,0.1253219947148799,0.0586900764107218,0.001720815993511171,0.0006827994402276421,0.1253±0.0017,0.0587±0.0007
main_component,Original-OTC-GW-NoFallback,LightGCN,Chicago,official_test,0.24537626114642788,0.15807977834946138,0.006878891188746299,0.008022273551391712,0.2454±0.0069,0.1581±0.0080
main_component,Original-OTC-GW-NoFallback,LightGCN,Chicago,strict_unseen_test,0.1930128786124069,0.1032087086941601,0.004997397027599967,0.007284363113725569,0.1930±0.0050,0.1032±0.0073
main_component,Original-OTC-GW-NoFallback,LightGCN,NYC,official_test,0.12221071785367817,0.06497753413754483,0.008686100820940994,0.00783752910861761,0.1222±0.0087,0.0650±0.0078
main_component,Original-OTC-GW-NoFallback,LightGCN,NYC,strict_unseen_test,0.09103269478119515,0.042203264855809684,0.007144492681096649,0.0024949768782841974,0.0910±0.0071,0.0422±0.0025
main_component,Original-OTC-GW-NoFallback,LightGCN,Singapore,official_test,0.4110693085319373,0.2183307464486659,0.016852966398071278,0.007610909773541323,0.4111±0.0169,0.2183±0.0076
main_component,Original-OTC-GW-NoFallback,LightGCN,Singapore,strict_unseen_test,0.36485037863817027,0.1679567151481438,0.03527461045248009,0.020119246223553818,0.3649±0.0353,0.1680±0.0201
main_component,Original-OTC-GW-NoFallback,LightGCN,Tokyo,official_test,0.13590729586704903,0.07486081710959656,0.006895487601287899,0.004349048365932401,0.1359±0.0069,0.0749±0.0043
main_component,Original-OTC-GW-NoFallback,LightGCN,Tokyo,strict_unseen_test,0.11199720881205132,0.055332360221613315,0.009175360486510508,0.004456943976632283,0.1120±0.0092,0.0553±0.0045
main_component,Original-OTC-GW-NoFallback,VanillaMF,Chicago,official_test,0.13658015506494556,0.10901245340710904,0.029211270828964863,0.012008171790967064,0.1366±0.0292,0.1090±0.0120
main_component,Original-OTC-GW-NoFallback,VanillaMF,Chicago,strict_unseen_test,0.12634055409178177,0.07548308785996591,0.02928027692866033,0.011625054148211258,0.1263±0.0293,0.0755±0.0116
main_component,Original-OTC-GW-NoFallback,VanillaMF,NYC,official_test,0.11915258893940887,0.059962866149945636,0.0137151812492927,0.00473933187945022,0.1192±0.0137,0.0600±0.0047
